Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14
Lonesome,2199171672,"""6917529897818758178""",,Legendary,Sidearm,gambitprime,KineticSlot,Kinetic,1900,Reload Speed,3,Vault,false,false,3,11,,90,86,51,68,12,0,0,42,260,4,15,33,0,0,0,0,0,0,0,0,22,false,0,6,,,,Precision Frame*,Hammer-Forged Rifling*,Smallbore,Extended Mag*,Light Mag,Outlaw*,Kill Clip*,Kill Tracker,Tier 3: Reload Speed*,,,,,,
Long Shadow,3745990145,"""6917529898915621354""",,Legendary,Sniper Rifle,strikes,KineticSlot,Kinetic,1900,Handling,4,Vault,false,false,3,11,,47,59,70,53,52,0,0,42,90,20,5,49,0,0,0,0,0,0,0,0,12,false,0,0,hakke,,,Adaptive Frame*,ATD Raptor*,ATA Scout,Extended Mag*,Flared Magwell,Snapshot Sights*,Rampage*,Kill Tracker,Tier 4: Handling*,Vanguard Metallic*,,,,,
Lord of Wolves,3413860063,"""6917529924976308764""",,Exotic,Shotgun,,Energy,Solar,1953,,,Vault,false,false,2,4,,90,80,68,20,12,0,0,54,640,60,6,40,0,0,0,0,0,0,0,0,14,false,0,28,,,,Shrapnel Launcher*,Chambered Compensator*,Extended Mag*,Release the Wolves*,Composite Stock*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,
Lost Signal,1197771438,"""6917530057549113242""",,Legendary,Grenade Launcher,echoes,KineticSlot,Stasis,1977,Reload Speed,3,Vault,false,false,7,24,,79,69,0,0,13,100,77,21,72,78,1,61,0,0,0,0,0,0,0,0,3,false,0,0,,,,Area Denial Frame*,Volatile Launch*,Linear Compensator,High-Velocity Rounds*,Implosion Rounds,Lead from Gold*,Reverberation*,Radiolaria Transposer*,Kill Tracker,Tier 3: Reload Speed*,,,,,
Lost Signal,1197771438,"""6917530059357380328""",,Legendary,Grenade Launcher,echoes,KineticSlot,Stasis,1988,Handling,3,Vault,false,false,7,24,,79,69,0,0,13,95,97,11,72,75,1,69,0,0,0,0,0,0,0,0,3,false,0,0,,,,Area Denial Frame*,Hard Launch*,Quick Launch,High-Velocity Rounds*,Implosion Rounds,Threat Detector*,Unrelenting*,Radiolaria Transposer*,Kill Tracker,Tier 3: Handling*,,,,,
Lost Signal,1197771438,"""6917530059357380518""",,Legendary,Grenade Launcher,echoes,KineticSlot,Stasis,1991,Blast Radius,3,Titan(2006),false,false,7,24,,79,69,0,0,13,100,77,21,72,75,1,61,0,0,0,0,0,0,0,0,3,false,0,336,,00001:Solar,,Area Denial Frame*,Volatile Launch*,Quick Launch,High-Velocity Rounds*,Implosion Rounds,Strategist*,Demolitionist*,Radiolaria Transposer*,Kill Tracker,Tier 3: Blast Radius*,,,,,
Lost Signal,1197771438,"""6917530059844070878""",,Legendary,Grenade Launcher,echoes,KineticSlot,Stasis,1988,Blast Radius,4,Vault,false,false,7,24,,79,69,0,0,13,100,87,26,72,75,1,66,0,0,0,0,0,0,0,0,18,false,0,0,,,,Area Denial Frame*,Linear Compensator*,Quick Launch,High-Velocity Rounds*,Implosion Rounds,Strategist*,One for All*,Radiolaria Transposer*,Kill Tracker,Icarus Grip*,Tier 4: Blast Radius*,,,,
Luna Regolith III,1948035256,"""6917529931407024041""",,Legendary,Sniper Rifle,strikes,Energy,Solar,1900,Reload Speed,1,Vault,false,false,6,22,,80,39,90,72,43,0,0,27,72,29,4,30,0,0,0,0,0,0,0,0,3,false,0,0,cassoid,,,Aggressive Frame*,Corkscrew Rifling*,Hammer-Forged Rifling,Appended Mag*,Tactical Mag,No Distractions*,Incandescent*,Vanguard's Vindication*,Wild Card,Kill Tracker,Tier 1: Reload Speed*,,,,
Luna's Howl,2763843899,"""6917530050250893209""",,Legendary,Hand Cannon,brave,Energy,Solar,1954,Reload Speed,3,Vault,false,false,6,23,,95,79,84,51,14,0,0,62,140,57,10,50,0,0,0,0,0,0,0,0,20,false,0,0,fotc,,,Precision Frame*,Corkscrew Rifling*,Fluted Barrel,Armor-Piercing Rounds*,Flared Magwell,Discord*,Precision Instrument*,Indomitability*,Kill Tracker,Tier 3: Reload Speed*,,,,,
Luna's Howl,2763843899,"""6917530050515719168""",,Legendary,Hand Cannon,brave,Energy,Solar,1961,Range,3,Vault,false,false,6,23,,100,79,84,54,14,0,0,57,140,34,13,45,0,0,0,0,0,0,0,0,30,false,0,0,fotc,,,Precision Frame*,Hammer-Forged Rifling*,Smallbore,Extended Mag*,Ricochet Rounds,Subsistence*,Harmony*,Indomitability*,Kill Tracker,Counterbalance Stock*,Tier 3: Range*,,,,
Luna's Howl,2763843899,"""6917530050761079814""",,Legendary,Hand Cannon,brave,Energy,Solar,1962,Handling,2,Vault,false,false,6,23,,95,79,84,46,14,0,0,62,140,54,12,52,0,0,0,0,0,0,0,0,20,false,0,0,fotc,,,Precision Frame*,Corkscrew Rifling*,Fluted Barrel,Appended Mag*,Light Mag,Discord*,Opening Shot*,Indomitability*,Kill Tracker,Tier 2: Handling*,,,,,
Lunulata-4b,2513965917,"""6917529918343028403""",,Legendary,Combat Bow,legendaryengram,KineticSlot,Stasis,1900,Reload Speed,10,Vault,true,false,5,17,,49,87,68,0,18,0,0,69,0,80,0,77,0,580,30,0,0,0,0,0,7,false,0,236,veist,,,Lightweight Frame*,Tactile String*,Elastic String,Compact Arrow Shaft*,Natural Fletching,Shoot to Loot*,Successful Warm-Up*,Veist Stinger*,Kill Tracker,Targeting Adjuster*,Masterworked: Reload Speed*,,,,
Lunulata-4b,2513965917,"""6917529924075045973""",,Legendary,Combat Bow,legendaryengram,KineticSlot,Stasis,1900,Stability,2,Vault,true,false,5,17,,49,82,68,0,18,0,0,61,0,70,0,87,0,540,20,0,0,0,0,0,7,false,0,0,veist,,,Lightweight Frame*,Flexible String*,Polymer String,Compact Arrow Shaft*,Straight Fletching,Ensemble*,Headstone*,Veist Stinger*,Kill Tracker,Tier 2: Stability*,,,,,
Lunulata-4b,2513965917,"""6917530039833640129""",,Legendary,Combat Bow,legendaryengram,KineticSlot,Stasis,1934,Reload Speed,3,Vault,false,false,5,17,,49,82,68,0,18,0,0,69,0,63,0,77,0,540,20,0,0,0,0,0,7,false,0,0,veist,,,Lightweight Frame*,Flexible String*,Polymer String,Carbon Arrow Shaft*,Fiberglass Arrow Shaft,Shoot to Loot*,Wellspring*,Veist Stinger*,Kill Tracker,Tier 3: Reload Speed*,,,,,
Maahes HC4,1246793994,"""6917530048729205293""",,Legendary,Hand Cannon,legendaryengram,Energy,Void,1949,Handling,3,Vault,false,false,7,24,,100,59,92,55,14,0,0,21,257,5,22,37,0,0,0,0,0,0,0,0,25,false,0,0,omolon,,,Heavy Burst*,Arrowhead Brake*,Chambered Compensator,Extended Mag*,Alloy Magazine,Repulsor Brace*,Destabilizing Rounds*,Omolon Fluid Dynamics*,Kill Tracker,Tier 3: Handling*,,,,,
Maahes HC4,1246793994,"""6917530058555744863""",,Legendary,Hand Cannon,legendaryengram,Energy,Void,1987,Range,1,Vault,false,false,7,24,,96,59,92,61,14,0,0,36,257,25,16,24,0,0,0,0,0,0,0,0,22,false,0,0,omolon,,,Heavy Burst*,Hammer-Forged Rifling*,Smallbore,Steady Rounds*,Alloy Magazine,Unrelenting*,Frenzy*,Omolon Fluid Dynamics*,Kill Tracker,Tier 1: Range*,,,,,
Malediction,3337727085,"""6917529933631394935""",,Legendary,Hand Cannon,crucible,KineticSlot,Kinetic,1900,Stability,10,Vault,false,false,6,22,,94,65,92,61,14,0,0,49,120,43,9,47,0,0,0,0,0,0,0,0,20,false,0,0,cassoid,,,Aggressive Frame*,Fluted Barrel*,Flared Magwell*,Discord*,Enlightened Action,Harmony*,Explosive Payload,Kill Tracker,Wild Card*,Vanguard's Vindication,One Quiet Moment,Gun and Run,Masterworked: Stability*,,
Marcato-45,4233375372,"""6917530039828437882""",,Legendary,Machine Gun,legendaryengram,Power,Strand,1940,Range,2,Vault,true,false,6,23,,80,65,41,62,16,0,0,49,450,49,53,62,0,0,0,0,0,0,0,0,11,false,0,10,suros,,,Adaptive Frame*,Corkscrew Rifling*,Polygonal Rifling,Accurized Rounds*,Steady Rounds,Attrition Orbs*,Golden Tricorn*,Suros Synergy*,Kill Tracker,Tier 2: Range*,,,,,
Marcato-45,4233375372,"""6917530050265388947""",,Legendary,Machine Gun,legendaryengram,Power,Strand,1955,Range,1,Warlock(1927),true,false,6,23,,80,65,41,56,16,0,0,49,450,49,53,72,0,0,0,0,0,0,0,0,11,false,0,0,suros,,,Adaptive Frame*,Fluted Barrel*,Polygonal Rifling,Accurized Rounds*,Steady Rounds,Demolitionist*,Surrounded*,Suros Synergy*,Kill Tracker,Radar Tuner*,Tier 1: Range*,,,,
Marcato-45,4233375372,"""6917530051793067541""",,Legendary,Machine Gun,legendaryengram,Power,Strand,1963,Reload Speed,1,Vault,true,false,6,23,,80,65,41,50,16,0,0,49,450,50,62,62,0,0,0,0,0,0,0,0,11,false,0,0,suros,,,Adaptive Frame*,Corkscrew Rifling*,Extended Barrel,Appended Mag*,Extended Mag,Attrition Orbs*,Onslaught*,Suros Synergy*,Kill Tracker,Tier 1: Reload Speed*,,,,,
Marcato-45,4233375372,"""6917530052261550304""",,Legendary,Machine Gun,legendaryengram,Power,Strand,1966,Stability,2,Vault,true,false,6,23,,80,65,41,50,16,0,0,51,450,31,66,62,0,0,0,0,0,0,0,0,21,false,0,0,suros,,,Adaptive Frame*,Corkscrew Rifling*,Fluted Barrel,Extended Mag*,Steady Rounds,Triple Tap*,Golden Tricorn*,Suros Synergy*,Kill Tracker,Tier 2: Stability*,,,,,
Marcato-45,4233375372,"""6917530057242572989""",,Legendary,Machine Gun,legendaryengram,Power,Strand,1972,Stability,1,Vault,false,false,6,23,,80,65,41,55,16,0,0,50,450,58,57,57,0,0,0,0,0,0,0,0,11,false,0,0,suros,,,Adaptive Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Tactical Mag*,Flared Magwell,Steady Hands*,Onslaught*,Suros Synergy*,Kill Tracker,Tier 1: Stability*,,,,,
Marcato-45,4233375372,"""6917530057261010874""",,Legendary,Machine Gun,legendaryengram,Power,Strand,1977,Stability,3,Vault,false,false,6,23,,100,65,41,45,16,0,0,47,450,49,62,67,0,0,0,0,0,0,0,0,11,false,0,47,suros,,,Adaptive Frame*,Arrowhead Brake*,Chambered Compensator,Appended Mag*,Steady Rounds,Attrition Orbs*,Surrounded*,Suros Synergy*,Kill Tracker,Tier 3: Stability*,,,,,
Marcato-45,4233375372,"""6917530058128412973""",,Legendary,Machine Gun,legendaryengram,Power,Strand,1988,Reload Speed,2,Titan(2006),false,false,6,23,,80,65,41,45,16,0,0,64,450,50,53,62,0,0,0,0,0,0,0,0,18,false,0,111,suros,00001:PvP,,Adaptive Frame*,Corkscrew Rifling*,Fluted Barrel,Steady Rounds*,Alloy Magazine,Demolitionist*,Onslaught*,Suros Synergy*,Kill Tracker,Tier 2: Reload Speed*,,,,,
Marcato-45,4233375372,"""6917530059091408518""",,Legendary,Machine Gun,legendaryengram,Power,Strand,1990,Handling,1,Vault,false,false,6,23,,80,65,41,55,16,0,0,49,450,49,53,73,0,0,0,0,0,0,0,0,11,false,0,0,suros,,,Adaptive Frame*,Fluted Barrel*,Polygonal Rifling,Accurized Rounds*,Extended Mag,Steady Hands*,Onslaught*,Suros Synergy*,Kill Tracker,Tier 1: Handling*,,,,,
Marcato-45,4233375372,"""6917530060072223833""",,Legendary,Machine Gun,legendaryengram,Power,Strand,1991,Reload Speed,4,Titan(2006),false,false,6,23,,90,65,41,55,16,0,0,44,450,52,62,47,0,0,0,0,0,0,0,0,11,false,0,0,suros,,,Adaptive Frame*,Extended Barrel*,Hammer-Forged Rifling,Appended Mag*,Tactical Mag,Slice*,Golden Tricorn*,Suros Synergy*,Kill Tracker,Tier 4: Reload Speed*,,,,,
Marsilion-C,867154247,"""6917529922427422212""",,Legendary,Grenade Launcher,legendaryengram,Power,Solar,1900,Reload Speed,1,Vault,true,false,6,20,,78,30,0,0,13,25,57,15,150,53,5,21,0,0,0,0,0,0,0,0,11,false,0,0,hakke,,,Rapid-Fire Frame*,Linear Compensator*,Smart Drift Control,Alloy Casing*,High-Explosive Ordnance,Perpetual Motion*,Incandescent*,Hakke Breach Armaments*,Kill Tracker,Tier 1: Reload Speed*,,,,,
Marsilion-C,867154247,"""6917529928030700426""",,Legendary,Grenade Launcher,legendaryengram,Power,Solar,1900,Handling,2,Vault,true,false,6,20,,78,30,0,0,13,15,67,20,150,22,5,23,0,0,0,0,0,0,0,0,11,false,0,0,hakke,,,Rapid-Fire Frame*,Hard Launch*,Linear Compensator,Spike Grenades*,Alloy Casing,Perpetual Motion*,Explosive Light*,Hakke Breach Armaments*,Kill Tracker,Tier 2: Handling*,,,,,
Marsilion-C,867154247,"""6917529930203521937""",,Legendary,Grenade Launcher,legendaryengram,Power,Solar,1900,Reload Speed,4,Vault,true,false,6,20,,78,30,0,0,13,35,47,30,150,26,5,16,0,0,0,0,0,0,0,0,11,false,0,0,hakke,,,Rapid-Fire Frame*,Volatile Launch*,Smart Drift Control,Spike Grenades*,Augmented Drum,Snapshot Sights*,Vorpal Weapon*,Hakke Breach Armaments*,Kill Tracker,Tier 4: Reload Speed*,,,,,
Martyr's Retribution,2584830733,"""6917530059796202093""",,Legendary,Grenade Launcher,echoes,Energy,Solar,1989,Blast Radius,3,Vault,false,false,7,24,,75,72,0,0,13,48,98,14,72,73,1,65,0,0,0,0,0,0,0,0,2,false,0,0,,,,Wave Frame*,Hard Launch*,Smart Drift Control,High-Velocity Rounds*,Implosion Rounds,Envious Assassin*,Incandescent*,Cast No Shadows*,Kill Tracker,Tier 3: Blast Radius*,,,,,
Martyr's Retribution,2584830733,"""6917530060089206125""",,Legendary,Grenade Launcher,echoes,Energy,Solar,1900,Blast Radius,1,Vault,false,false,7,24,,75,72,0,0,13,51,93,24,72,73,1,80,0,0,0,0,0,0,0,0,2,false,0,0,,,,Wave Frame*,Quick Launch*,Smart Drift Control,High-Velocity Rounds*,Implosion Rounds,Envious Assassin*,Incandescent*,Cast No Shadows*,Kill Tracker,Tier 1: Blast Radius*,,,,,
Martyr's Retribution,2584830733,"""6917530060093973696""",,Legendary,Grenade Launcher,echoes,Energy,Solar,1990,Blast Radius,3,Titan(2006),false,false,7,24,,75,72,0,0,13,63,73,39,72,73,1,65,0,0,0,0,0,0,0,0,2,false,0,0,,,,Wave Frame*,Confined Launch*,Countermass,High-Velocity Rounds*,Implosion Rounds,Heal Clip*,Desperate Measures*,Cast No Shadows*,Kill Tracker,Tier 3: Blast Radius*,,,,,
Memory Interdict,3165547384,"""6917529921915034787""",keep,Legendary,Grenade Launcher,legendaryengram,Power,Void,1900,Reload Speed,1,Vault,true,false,4,14,,71,58,0,0,13,70,23,53,120,43,6,42,0,0,0,0,0,0,0,0,6,false,0,0,omolon,,chain reaction is fun,Adaptive Frame*,Confined Launch*,Linear Compensator,High-Explosive Ordnance*,High-Velocity Rounds,Auto-Loading Holster*,Chain Reaction*,Kill Tracker,Backup Mag*,Tier 1: Reload Speed*,,,,,
Memory Interdict,3165547384,"""6917529923133055931""",,Legendary,Grenade Launcher,legendaryengram,Power,Void,1900,Reload Speed,3,Vault,true,false,4,14,,71,58,0,0,13,40,18,53,120,45,7,42,0,0,0,0,0,0,0,0,6,false,0,0,omolon,,,Adaptive Frame*,Confined Launch*,Countermass,Proximity Grenades*,Mini Frags,Surplus*,Chain Reaction*,Kill Tracker,Backup Mag*,Tier 3: Reload Speed*,,,,,
Memory Interdict,3165547384,"""6917529926486360120""",,Legendary,Grenade Launcher,legendaryengram,Power,Void,1900,Blast Radius,3,Vault,true,false,4,14,,71,58,0,0,13,68,23,28,120,72,5,37,0,0,0,0,0,0,0,0,6,false,0,7,omolon,,,Adaptive Frame*,Volatile Launch*,Confined Launch,Alloy Casing*,Augmented Drum,Impulse Amplifier*,Wellspring*,Kill Tracker,Tier 3: Blast Radius*,,,,,,
Merciless,4190156464,"""6917529918632706102""",,Exotic,Fusion Rifle,,Energy,Solar,1900,,10,Vault,false,false,1,1,,94,69,75,39,15,0,0,52,0,23,8,31,1000,0,0,0,0,0,0,0,25,false,0,0,,,,Conserve Momentum*,Chambered Compensator*,Extended Mag*,Impetus*,Fitted Stock*,Kill Tracker,,,,,,,,,
Monte Carlo,4068264807,"""6917529924049525128""",,Exotic,Auto Rifle,,KineticSlot,Kinetic,1978,,,Vault,false,false,3,8,,80,50,21,50,15,0,0,65,600,79,43,80,0,0,0,0,0,0,0,0,29,false,0,26,,,,Monte Carlo Method*,Fluted Barrel*,High-Caliber Rounds*,Markov Chain*,Composite Stock*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,
Multimach CCX,3211624072,"""6917530057319916667""",,Legendary,Submachine Gun,ironbanner,KineticSlot,Kinetic,1975,Handling,2,Vault,false,false,6,23,,100,55,15,44,15,0,0,33,900,36,37,67,0,0,0,0,0,0,0,0,12,false,0,0,,,,Lightweight Frame*,Full Bore*,Polygonal Rifling,Tactical Mag*,Extended Mag,Moving Target*,Frenzy*,Skulking Wolf*,Field-Tested,Kill Tracker,Tier 2: Handling*,,,,
Multimach CCX,3211624072,"""6917530057345650682""",,Legendary,Submachine Gun,ironbanner,KineticSlot,Kinetic,1978,Reload Speed,1,Vault,false,false,6,23,,100,55,15,29,15,0,0,53,900,37,37,65,0,0,0,0,0,0,0,0,12,false,0,0,,00001:[LGG] Striker Titan Build for Survival by Deca#7481,,Lightweight Frame*,Chambered Compensator*,Full Bore,Tactical Mag*,Flared Magwell,Attrition Orbs*,Target Lock*,Skulking Wolf*,Field-Tested,Kill Tracker,Tier 1: Reload Speed*,,,,
Multimach CCX,3211624072,"""6917530057615236196""",,Legendary,Submachine Gun,ironbanner,KineticSlot,Kinetic,1983,Stability,4,Vault,false,false,6,23,,100,55,15,49,15,0,0,42,900,26,36,70,0,0,0,0,0,0,0,0,12,false,0,0,,,,Lightweight Frame*,Hammer-Forged Rifling*,Smallbore,Accurized Rounds*,Appended Mag,Rangefinder*,Kinetic Tremors*,Skulking Wolf*,Field-Tested,Kill Tracker,Tier 4: Stability*,,,,
Multimach CCX,3211624072,"""6917530057619960675""",,Legendary,Submachine Gun,ironbanner,KineticSlot,Kinetic,1983,Reload Speed,2,Vault,false,false,6,23,,100,55,15,34,15,0,0,43,900,28,38,75,0,0,0,0,0,0,0,0,12,false,0,0,,,,Lightweight Frame*,Corkscrew Rifling*,Full Bore,Appended Mag*,Tactical Mag,Under-Over*,Tap the Trigger*,Skulking Wolf*,Field-Tested,Kill Tracker,Tier 2: Reload Speed*,,,,
Multimach CCX,3211624072,"""6917530057855344503""",,Legendary,Submachine Gun,ironbanner,KineticSlot,Kinetic,1983,Reload Speed,4,Vault,true,false,6,23,,100,55,15,44,15,0,0,43,900,30,36,75,0,0,0,0,0,0,0,0,12,false,0,0,,,,Lightweight Frame*,Corkscrew Rifling*,Hammer-Forged Rifling,Accurized Rounds*,Flared Magwell,Moving Target*,Kinetic Tremors*,Skulking Wolf*,Field-Tested,Kill Tracker,Tier 4: Reload Speed*,,,,
Multimach CCX,3211624072,"""6917530057857336661""",,Legendary,Submachine Gun,ironbanner,KineticSlot,Kinetic,1982,Reload Speed,1,Vault,false,false,6,23,,100,55,15,29,15,0,0,48,900,27,38,65,0,0,0,0,0,0,0,0,12,false,0,0,,,,Lightweight Frame*,Chambered Compensator*,Smallbore,Appended Mag*,Steady Rounds,Moving Target*,Kinetic Tremors*,Skulking Wolf*,Field-Tested,Kill Tracker,Tier 1: Reload Speed*,,,,
Nameless Midnight,996109059,"""6917529898727032366""",,Legendary,Scout Rifle,strikes,KineticSlot,Kinetic,1900,Range,1,Vault,false,false,6,20,,79,62,62,41,20,0,0,53,180,54,17,41,0,0,0,0,0,0,0,0,10,false,0,0,,,,Precision Frame*,Polygonal Rifling*,Smallbore,Tactical Mag*,Alloy Magazine,Outlaw*,Kill Clip*,Vanguard's Vindication*,Kill Tracker,Tier 1: Range*,,,,,
Nameless Midnight,996109059,"""6917529917231306051""",,Legendary,Scout Rifle,strikes,KineticSlot,Kinetic,1900,Reload Speed,4,Vault,false,false,6,20,,89,62,62,50,20,0,0,48,180,48,16,36,0,0,0,0,0,0,0,0,10,false,0,0,,,,Precision Frame*,Chambered Compensator*,Polygonal Rifling,Accurized Rounds*,Steady Rounds,Shot Swap*,Frenzy*,Vanguard's Vindication*,Kill Tracker,Tier 4: Reload Speed*,,,,,
Nasreddin,1456017061,"""6917529909092289863""",keep,Legendary,Sword,legendaryengram,Power,Arc,1900,Impact,4,Vault,true,false,6,20,,0,0,62,0,0,0,0,0,0,0,70,0,0,0,0,20,80,0,40,0,0,false,0,342,,,,Adaptive Frame*,Hungry Edge*,Enduring Blade,Jagged Edge,Burst Guard*,Enduring Guard,Wellspring*,Whirlwind Blade*,Field-Tested*,Kill Tracker,Backup Mag*,Tier 5: Impact*,,,
Nasreddin,1456017061,"""6917529922257922110""",,Legendary,Sword,legendaryengram,Power,Arc,1980,Impact,10,Titan(2006),true,false,6,20,,0,0,65,0,0,0,0,0,0,0,68,0,0,0,0,10,70,60,40,0,0,false,0,1218,,"00002:PvP,[LGG] Striker Titan Build for Survival by Deca#7481",,Adaptive Frame*,Hungry Edge,Jagged Edge,Tempered Edge*,Heavy Guard*,Swordmaster's Guard,Relentless Strikes*,Valiant Charge*,Field-Tested*,Kill Tracker,Backup Mag*,Masterworked: Impact*,,,
Nasreddin,1456017061,"""6917529934229278575""",,Legendary,Sword,legendaryengram,Power,Arc,1900,Impact,1,Hunter(1916),true,false,6,20,,0,0,58,0,0,0,0,0,0,0,67,0,0,0,0,10,70,60,40,0,0,false,0,0,,,,Adaptive Frame*,Enduring Blade*,Honed Edge,Tempered Edge,Heavy Guard*,Swordmaster's Guard,Energy Transfer*,Valiant Charge*,Field-Tested*,Kill Tracker,Tier 1: Impact*,,,,
Nezarec's Whisper,254636484,"""6917529903900679428""",,Legendary,Glaive,haunted,Energy,Arc,1900,,,Vault,false,false,5,17,,0,55,80,45,0,0,0,0,55,40,5,42,0,0,0,0,0,0,0,52,9,false,0,250,,,,Adaptive Glaive*,Supercooled Accelerator,Low-Impedance Windings*,Accurized Rounds,Light Mag*,Tilting at Windmills*,Unstoppable Force*,Extrovert*,Kill Tracker,,,,,,
Nezarec's Whisper,254636484,"""6917529912257304476""",,Legendary,Glaive,haunted,Energy,Arc,1971,,,Titan(2006),true,false,5,17,,0,55,80,40,0,0,0,0,55,10,6,42,0,0,0,0,0,0,0,52,19,false,0,322,,00001:PvP,,Adaptive Glaive*,Low-Impedance Windings*,Auxiliary Reserves,Extended Mag*,Alloy Magazine,Lead from Gold*,Adaptive Munitions*,Extrovert*,Kill Tracker,Gambit Emerald*,,,,,
Night Watch,3504336176,"""6917529897785648156""",,Legendary,Scout Rifle,gambitprime,KineticSlot,Kinetic,1900,Handling,1,Vault,false,false,3,11,,57,69,60,42,20,0,0,40,200,38,19,71,0,0,0,0,0,0,0,0,20,false,0,90,,,,Lightweight Frame*,Corkscrew Rifling*,Extended Mag*,Overflow*,Explosive Payload*,Kill Tracker,Tier 1: Handling*,,,,,,,,
Night Watch,3504336176,"""6917529926625718269""",,Legendary,Scout Rifle,gambitprime,KineticSlot,Kinetic,1900,Handling,1,Vault,false,false,3,11,,57,69,60,42,20,0,0,40,200,38,19,71,0,0,0,0,0,0,0,0,20,false,0,0,,,,Lightweight Frame*,Corkscrew Rifling*,Extended Mag*,Overflow*,Explosive Payload*,Kill Tracker,Tier 1: Handling*,,,,,,,,
Nightshade,1974641289,"""6917529936113119505""",,Legendary,Pulse Rifle,seasonpass,KineticSlot,Strand,1900,Range,1,Hunter(1916),false,false,6,22,,56,68,27,39,17,0,0,59,450,58,30,71,0,0,0,0,0,0,0,0,10,false,0,0,nadir,,,Lightweight Frame*,Corkscrew Rifling*,Smallbore,Alloy Magazine*,Appended Mag,Under Pressure*,Moving Target*,Vanguard's Vindication*,Nadir Focus,Kill Tracker,Tier 1: Range*,,,,
Nightshade,1974641289,"""6917529942946576638""",,Legendary,Pulse Rifle,seasonpass,KineticSlot,Strand,1900,Handling,3,Warlock(1927),false,true,6,22,,86,68,27,38,17,0,0,64,450,58,30,79,0,0,0,0,0,0,0,0,10,false,0,0,nadir,,,Lightweight Frame*,Arrowhead Brake*,Corkscrew Rifling,Ricochet Rounds*,Light Mag,Enlightened Action*,Kill Clip*,Vanguard's Vindication*,Nadir Focus,Kill Tracker,Tier 3: Handling*,,,,
No Hesitation,1801007332,"""6917530039859288474""",,Legendary,Auto Rifle,paleheart,Energy,Solar,1940,Handling,1,Vault,true,false,7,24,,95,68,21,65,16,0,0,48,600,68,44,73,0,0,0,0,0,0,0,0,19,false,0,0,,,,Support Frame*,Extended Barrel*,Hammer-Forged Rifling,Accurized Rounds*,Tactical Mag,Ensemble*,Frenzy*,Dealer's Choice*,Kill Tracker,Tier 1: Handling*,,,,,
No Hesitation,1801007332,"""6917530039969798608""",keep,Legendary,Auto Rifle,paleheart,Energy,Solar,1938,Handling,3,Vault,true,false,7,24,,85,68,21,45,16,0,0,53,600,48,52,100,0,0,0,0,0,0,0,0,29,false,0,0,,,,Support Frame*,Fluted Barrel*,Polygonal Rifling,Extended Mag*,Steady Rounds,Physic*,Desperate Measures*,Dealer's Choice*,Kill Tracker,Tier 3: Handling*,,,,,
No Hesitation,1801007332,"""6917530052075823523""",,Legendary,Auto Rifle,paleheart,Energy,Solar,1965,Range,3,Hunter(1916),true,false,7,24,,95,68,21,58,16,0,0,58,600,68,44,77,0,0,0,0,0,0,0,0,19,false,0,0,,,,Support Frame*,Chambered Compensator*,Smallbore,Accurized Rounds*,Appended Mag,Demolitionist*,Circle of Life*,Dealer's Choice*,Kill Tracker,Tier 3: Range*,,,,,
No Hesitation,1801007332,"""6917530059587129732""",,Legendary,Auto Rifle,paleheart,Energy,Solar,1991,Stability,1,Warlock(1927),false,false,7,24,,85,68,21,45,16,0,0,64,600,78,47,82,0,0,0,0,0,0,0,0,19,false,0,0,,,,Support Frame*,Polygonal Rifling*,Smallbore,Tactical Mag*,Extended Mag,Demolitionist*,Desperate Measures*,Dealer's Choice*,Kill Tracker,Tier 1: Stability*,,,,,
No Hesitation,1801007332,"""6917530059593200985""",infuse,Legendary,Auto Rifle,paleheart,Energy,Solar,1988,Handling,5,Vault,false,false,7,24,,100,68,21,45,16,0,0,48,600,68,49,97,0,0,0,0,0,0,0,0,19,false,0,0,,,,Support Frame*,Arrowhead Brake*,Extended Barrel,Appended Mag*,Extended Mag,Grave Robber*,Attrition Orbs*,Dealer's Choice*,Kill Tracker,Tier 5: Handling*,,,,,
No Hesitation,1801007332,"""6917530059846307221""",,Legendary,Auto Rifle,paleheart,Energy,Solar,1990,Reload Speed,2,Vault,false,false,7,24,,85,68,21,45,16,0,0,58,600,50,52,82,0,0,0,0,0,0,0,0,29,false,0,0,,,,Support Frame*,Polygonal Rifling*,Smallbore,Extended Mag*,Steady Rounds,Physic*,Incandescent*,Dealer's Choice*,Kill Tracker,Tier 2: Reload Speed*,,,,,
